Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
A Pattern Mining Approach for Improving Speech Emotion Recognition,Avci U.,2022-11-01,International Journal of Pattern Recognition and Artificial Intelligence,10.1142/S0218001422500458,https://api.elsevier.com/content/abstract/scopus_id/85143671883
"Turkey’s modern housing heritage: Apartment buildings and interiors in İzmir, Karşıyaka (1965-1980)",Ballice G.,2022-11-01,A/Z ITU Journal of the Faculty of Architecture,10.5505/itujfa.2022.33230,https://api.elsevier.com/content/abstract/scopus_id/85143221737
What to Consider While Researching Young Refugees and Migrants: Takeaways from a Field Research in Turkey,Özerim M.G.,2022-11-01,Migration Letters,10.33182/ML.V19I6.2818,https://api.elsevier.com/content/abstract/scopus_id/85143120735
Incorporating United Nations 2030 Sustainable Future Agenda into the Architectural Studio: A Graduation Studio Case,Erkarslan Ö.E.,2022-11-01,International Journal of Art and Design Education,10.1111/jade.12435,https://api.elsevier.com/content/abstract/scopus_id/85138166878
Predictors of enhancing human physical attractiveness: Data from 93 countries,Kowal M.,2022-11-01,Evolution and Human Behavior,10.1016/j.evolhumbehav.2022.08.003,https://api.elsevier.com/content/abstract/scopus_id/85137282665
Critical success factors for implementing blockchain-based circular supply chain,Kayikci Y.,2022-11-01,Business Strategy and the Environment,10.1002/bse.3110,https://api.elsevier.com/content/abstract/scopus_id/85128751618
Stacking ensemble-based hybrid algorithms for discharge computation in sharp-crested labyrinth weirs,Khosravi K.,2022-11-01,Soft Computing,10.1007/s00500-022-07073-0,https://api.elsevier.com/content/abstract/scopus_id/85128212793
Analyzing the drivers of smart sustainable circular supply chain for sustainable development goals through stakeholder theory,Kayikci Y.,2022-11-01,Business Strategy and the Environment,10.1002/bse.3087,https://api.elsevier.com/content/abstract/scopus_id/85127735593
"Historical Trends Associated with Annual Temperature and Precipitation in Aegean Turkey, Where Are We Heading?",Mersin D.,2022-10-01,Sustainability (Switzerland),10.3390/su142013380,https://api.elsevier.com/content/abstract/scopus_id/85140906630
Suspended Sediment Modeling Using Sequential Minimal Optimization Regression and Isotonic Regression Algorithms Integrated with an Iterative Classifier Optimizer,Safari M.J.S.,2022-10-01,Pure and Applied Geophysics,10.1007/s00024-022-03131-8,https://api.elsevier.com/content/abstract/scopus_id/85139123204
"Correction to: Psychopathological Consequences Related to Problematic Instagram Use Among Adolescents: The Mediating Role of Body Image Dissatisfaction and Moderating Role of Gender (International Journal of Mental Health and Addiction, (2021), 19, 5, (1385-1397), 10.1007/s11469-019-00071-8)",Yurdagül C.,2022-10-01,International Journal of Mental Health and Addiction,10.1007/s11469-019-00154-6,https://api.elsevier.com/content/abstract/scopus_id/85135867592
Detecting fake reviews through topic modelling,Birim Ş.Ö.,2022-10-01,Journal of Business Research,10.1016/j.jbusres.2022.05.081,https://api.elsevier.com/content/abstract/scopus_id/85131937192
Assessing smart circular supply chain readiness and maturity level of small and medium-sized enterprises,Kayikci Y.,2022-10-01,Journal of Business Research,10.1016/j.jbusres.2022.05.042,https://api.elsevier.com/content/abstract/scopus_id/85131097393
Energy governance in Turkey,Işeri E.,2022-09-21,Handbook of Energy Governance in Europe,10.1007/978-3-030-43250-8_32,https://api.elsevier.com/content/abstract/scopus_id/85152345301
"Tectonics of kinetic architecture: Moving envelope, changing space and the shades of the shed",Akgün Y.,2022-09-16,Frontiers in Built Environment,10.3389/fbuil.2022.1006300,https://api.elsevier.com/content/abstract/scopus_id/85139220297
Augmented Aesthetics in the Representation of Spatial Atmosphere,Ek F.İ.,2022-09-01,"Environment, Space, Place",10.1353/spc.2022.0010,https://api.elsevier.com/content/abstract/scopus_id/85164912456
Investigating the spillovers and connectedness between green finance and renewable energy sources,Dogan E.,2022-09-01,Renewable Energy,10.1016/j.renene.2022.07.131,https://api.elsevier.com/content/abstract/scopus_id/85135881872
Predicting cost of defects for segmented products and customers using ensemble learning,Sariyer G.,2022-09-01,Computers and Industrial Engineering,10.1016/j.cie.2022.108502,https://api.elsevier.com/content/abstract/scopus_id/85135313404
A software-based cost estimation technique in scrum using a developer's expertise,Butt S.A.,2022-09-01,Advances in Engineering Software,10.1016/j.advengsoft.2022.103159,https://api.elsevier.com/content/abstract/scopus_id/85132241159
Testing the memory reconsolidation hypothesis in a fear extinction paradigm: The effects of ecological and arbitrary stimuli,Dural S.,2022-09-01,Learning and Behavior,10.3758/s13420-022-00536-2,https://api.elsevier.com/content/abstract/scopus_id/85132104611
The public as an audience for the securitisation of climate change: facilitating conditions at the identification stage,Günay D.,2022-09-01,Journal of International Relations and Development,10.1057/s41268-022-00256-0,https://api.elsevier.com/content/abstract/scopus_id/85125263951
Workplace Aggression Profiles and Diverse Emotional Responses: Evidence from Pakistan,Nasir S.,2022-09-01,Employee Responsibilities and Rights Journal,10.1007/s10672-021-09392-0,https://api.elsevier.com/content/abstract/scopus_id/85119084455
Expertise comparison among product design students: a cross-sectional analysis,Oygür I.,2022-09-01,International Journal of Technology and Design Education,10.1007/s10798-021-09684-4,https://api.elsevier.com/content/abstract/scopus_id/85108639792
Creating a networked innovation ecosystem for industry 4.0,Kabadurmus F.N.K.,2022-08-31,The Routledge Companion to Technology Management,10.4324/9781003046899-37,https://api.elsevier.com/content/abstract/scopus_id/85138028120
A parametric study of a renewable energy based multigeneration system using PEM for hydrogen production with and without once-through MSF desalination,Bozgeyik A.,2022-08-29,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2022.02.186,https://api.elsevier.com/content/abstract/scopus_id/85126607978
"Role of flexibility, agility and responsiveness for sustainable supply chain resilience during COVID-19",Kazancoglu I.,2022-08-15,Journal of Cleaner Production,10.1016/j.jclepro.2022.132431,https://api.elsevier.com/content/abstract/scopus_id/85131410168
Barriers to organic waste management in a circular economy,Kharola S.,2022-08-15,Journal of Cleaner Production,10.1016/j.jclepro.2022.132282,https://api.elsevier.com/content/abstract/scopus_id/85131258799
Thermal behavior of a solar-assisted latent heat thermal energy storage unit on the heating season under variable weather conditions,Çam N.Y.,2022-08-15,Journal of Energy Storage,10.1016/j.est.2022.104934,https://api.elsevier.com/content/abstract/scopus_id/85131066105
Investigating the performance of the sustainable cold supply chain in the pharmaceutical industry,Turan C.,2022-08-11,International Journal of Pharmaceutical and Healthcare Marketing,10.1108/IJPHM-04-2021-0043,https://api.elsevier.com/content/abstract/scopus_id/85131362087
On Filters of Bitonic Algebras,Ayar Özbal Ş.,2022-08-01,Symmetry,10.3390/sym14081509,https://api.elsevier.com/content/abstract/scopus_id/85137351802
Fast multi-output relevance vector regression for joint groundwater and lake water depth modeling,Safari M.J.S.,2022-08-01,Environmental Modelling and Software,10.1016/j.envsoft.2022.105425,https://api.elsevier.com/content/abstract/scopus_id/85135500660
Drought Assessment in the Aegean Region of Turkey,Mersin D.,2022-08-01,Pure and Applied Geophysics,10.1007/s00024-022-03089-7,https://api.elsevier.com/content/abstract/scopus_id/85134323175
Measuring sustainability of suppliers: Strategies for competing institutional logics,Bekki N.,2022-08-01,Journal of Cleaner Production,10.1016/j.jclepro.2022.132226,https://api.elsevier.com/content/abstract/scopus_id/85130334853
Analyzing the relationship between energy efficiency and environmental and financial variables: A way towards sustainable development,Taskin D.,2022-08-01,Energy,10.1016/j.energy.2022.124045,https://api.elsevier.com/content/abstract/scopus_id/85129442754
A methodology to determine appropriate façade aperture sizes considering comfort and performance criteria: A primary school classroom case,Yılmaz Y.,2022-08-01,Indoor and Built Environment,10.1177/1420326X221080566,https://api.elsevier.com/content/abstract/scopus_id/85127741607
Architectural visions of modernity and exclusion: Mid-century tourism projects for Istanbul's Florya coast,Gürel M.,2022-07-29,Coastal Architectures and Politics of Tourism: Leisurescapes in the Global Sunbelt,10.4324/9781003240716-24,https://api.elsevier.com/content/abstract/scopus_id/85137060630
"Mobility, modernity, and hospitality: TUSAN tourism initiative in postwar Turkey",Savaşir G.,2022-07-29,Coastal Architectures and Politics of Tourism: Leisurescapes in the Global Sunbelt,10.4324/9781003240716-18,https://api.elsevier.com/content/abstract/scopus_id/85137048587
Graphene/SOI-based self-powered Schottky barrier photodiode array,Yanilmaz A.,2022-07-04,Applied Physics Letters,10.1063/5.0092833,https://api.elsevier.com/content/abstract/scopus_id/85133968525
Biophilic dimensions of products and their effects on user preferences,Boğa M.,2022-07-01,A/Z ITU Journal of the Faculty of Architecture,10.5505/itujfa.2022.76892,https://api.elsevier.com/content/abstract/scopus_id/85135506377
Reflective thinking predicts lower conspiracy beliefs: A meta-analysis,Yelbuz B.E.,2022-07-01,Judgment and Decision Making,,https://api.elsevier.com/content/abstract/scopus_id/85135193947
Studying the Changes in the Hydro-Meteorological Components of Water Budget in Lake Urmia,Vaheddoost B.,2022-07-01,Water Resources Research,10.1029/2022WR032030,https://api.elsevier.com/content/abstract/scopus_id/85134881434
Piecewise parametric chaotic model of p53 network based on the identified unifying framework of divergent p53 dynamics,Demirkıran G.,2022-07-01,"Chaos, Solitons and Fractals",10.1016/j.chaos.2022.112300,https://api.elsevier.com/content/abstract/scopus_id/85132238201
A sub-system design comparison of renewable energy based multi-generation systems: A key review along with illustrative energetic and exergetic analyses of a geothermal energy based system,Bozgeyik A.,2022-07-01,Sustainable Cities and Society,10.1016/j.scs.2022.103893,https://api.elsevier.com/content/abstract/scopus_id/85129546556
Impact of information technology and knowledge sharing on circular food supply chains for green business growth,Ersoy P.,2022-07-01,Business Strategy and the Environment,10.1002/bse.2988,https://api.elsevier.com/content/abstract/scopus_id/85123828467
Economic And Technical Performance Assessment of a Thermal Energy Storage System for Ancillary Services,Umdu E.S.,2022-06-30,Sakarya University Journal of Science,10.16984/saufenbilder.1085215,https://api.elsevier.com/content/abstract/scopus_id/85218055504
Direct Product of Bitonic Algebras,Ayar Özbal Ş.,2022-06-30,Adiyaman University Journal of Science,10.37094/adyujsci.1049322,https://api.elsevier.com/content/abstract/scopus_id/85159403154
The role of psychologists in international migration research: Complementing other expertise and an interdisciplinary way forward,Schwartz S.J.,2022-06-01,Migration Studies,10.1093/migration/mnz054,https://api.elsevier.com/content/abstract/scopus_id/85142736274
Impact of Aqueous Extracts of Turkish Wild Edible Plants on Acrylamide Formation in Potato Crisps,Akgün B.,2022-06-01,Journal of Food Quality and Hazards Control,10.18502/jfqhc.9.2.10643,https://api.elsevier.com/content/abstract/scopus_id/85142221216
"Mathematics and Poetry · Yang–Baxter Equations, Boolean Algebras, and BCK-Algebras",Kalkan T.,2022-06-01,Sci,10.3390/sci4020016,https://api.elsevier.com/content/abstract/scopus_id/85140377584
Earthquake Safety Analysis of an Existing Public Building,Kaya H.O.,2022-06-01,Turk Deprem Arastirma Dergisi,10.46464/tdad.995988,https://api.elsevier.com/content/abstract/scopus_id/85135685604
Multi-Channel Subset Iteration with Minimal Loss in Available Capacity (MC-SIMLAC) Algorithm for Joint Forecasting-Scheduling in the Internet of Things,Dayı A.K.,2022-06-01,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",10.22667/JOWUA.2022.06.30.068,https://api.elsevier.com/content/abstract/scopus_id/85134380850
An Extended Decision-Making Model of Coastal Recreational Area Use during the COVID-19 through Goal-Directed Behavior and Perceived Benefits Framework,Sayginer C.,2022-06-01,Pertanika Journal of Social Sciences and Humanities,10.47836/pjssh.30.2.07,https://api.elsevier.com/content/abstract/scopus_id/85134266516
New CNN and hybrid CNN-LSTM models for learning object manipulation of humanoid robots from demonstration,Aslan S.N.,2022-06-01,Cluster Computing,10.1007/s10586-021-03348-7,https://api.elsevier.com/content/abstract/scopus_id/85132572804
Exploring Online Payment System Adoption Factors in the Age of COVID-19—Evidence from the Turkish Banking Industry,Coskun M.,2022-06-01,International Journal of Financial Studies,10.3390/ijfs10020039,https://api.elsevier.com/content/abstract/scopus_id/85132020083
"Erratum: Publisher Correction: Situational factors shape moral judgements in the trolley dilemma in Eastern, Southern and Western countries in a culturally diverse sample (Nature human behaviour (2022) 6 6 (880-895))",Bago B.,2022-06-01,Nature human behaviour,10.1038/s41562-022-01403-w,https://api.elsevier.com/content/abstract/scopus_id/85131439064
Investigating the role of stakeholder engagement for more resilient vaccine supply chains during COVID-19,Kazancoglu Y.,2022-06-01,Operations Management Research,10.1007/s12063-021-00223-x,https://api.elsevier.com/content/abstract/scopus_id/85128759490
